"OBJECTID","SITE_CD","STRM_NM","MS_CD","UID","DT","MRG_SITE_CD","VST_NMBR","MIDLAT","MIDLONG","PRJCT","PRTCL","STRTM","DSGN_TYP","INDCTR_CLLCTD","STRM_ORDR","STRM_SZ_ORDER","STRM_SZ_BNK","NAMC_BENCHMARK","ECRGN","CLIMATE","BTMLAT","BTMLONG","TRLAT","TRLONG","TOT_RCH_LEN","FLD_STATUS","PCT_OVRHD_CVR","BK_OVRHD_CVR","VEG_CMPLXTY","RPRN_VEG_CNPY_CVR","RPRN_VEG_UNDRSTRY_CVR","RPRN_VEG_GC","NON_NTVE_WDY","NTVE_WDY","NON_NTVE_HRB","NTVE_HRB","SDGE_RSH","INVSVE_INVRT_SP","OBSRVD_INVRT_RCHNSS","EXPCTD_INVRT_RCHNSS","OE_MACROINVRTBRTE","MMI_MACROINVRTBRTE","OE_MMI_MOD_USD","MOD_APPLCBLTY","MACROINVRTBRTE_CNT","TTL_N","PRD_TTL_N","TTL_P","PRD_TTL_P","SPCFC_CNDCTNCE","PRD_SPCFC_CNDCTNCE","pH","INSTNT_TEMP","MN_AG_TEMP","TRBDTY","PCT_PL","RES_PL_DEP","NM_PL","PL_FREQ","LWD_FREQ","LWD_VL","PCT_FN2","PCT_FN6","D16","D84","D50","GMTRC_MN_PRTCLE_DIAM","PL_TL_FN2","PL_TL_FN6","BankCoverFoliar","BankCoverBasal","BnkCoverFoliar_Stab","BNK_STBLTY","BNK_CVR_BDRCK","BNK_CVR_CBBLE","BNK_CVR_LWD","BnkCoverFoliarVeg","BnkCoverBasalVeg","BNKFLL_HT","INCSN_HT","CHN_INCSN","FLDPLN_CNNCTVTY","INSTRM_HBTT_CMPLXTY","BNK_AN","THLWG_DEP_CV","THLWG_DEP_MN","PCT_DRY","BNKFLL_WT","WTTD_WT","FLD_WT","ENTRCH","SLPE","SNSTY","HMNINFLNC","BVR_FLW_MD","BVR_SGN","SD_CHNNLS","WTR_WTHDRWL","geometry"
8090,"SA-LS-26910","EIGHTEENMILE CREEK","BLMMaster-26910","518E280F-345A-4533-B7C7-5D062E77C3DF",2019-09-06,NA,"1",44.555166,-113.255253,"ID_SalmonFO","WADEABLE","Lemhi_3pctSlope","Random","Core","3","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.555415,-113.255346,44.554693,-113.254807,150,"Sampled - Partial Reach",53.9,60.1,NA,NA,NA,NA,0,0,0,0,100,"ABSENT",9,18.11018179,0.49695801,NA,"ColumbiaRiverBasin_PIBO","Fail",300,NA,197,NA,29,310.3,185,8.11,9,12.97,NA,71.42,0.37,NA,58.3,0.667,0.029,43.5,50,1,27,6,2,23,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.23,-0.76,1.14,NA,128,0.29,0.31,0,3.15,2.65,7.58,2.6,0.56,NA,NA,"MAJOR","COMMON","ABSENT","ABSENT",c(-113.255265606092, 44.5551723097448)
8091,"SG-SS-1268","BULL CANYON","BLMMaster-60417","73759FE3-F95B-4BFE-A003-5AD4A77E39B3",2019-06-03,NA,"1",37.42415,-113.880447,"UT_ColorCountryDO","WADEABLE","ST GEORGE FIELD OFFICE","Random","Core","1","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",37.423569,-113.88005,37.424461,-113.880884,150,"Sampled - Full Reach",71.6,78.2,NA,NA,NA,NA,0,0,0,0,0,"ABSENT",7,7.81682412,0.89550435,NA,"UT_DEQ_2015",NA,400,118.1,216,50.5,36,484.6,244,7.73,13.7,19.05,NA,4.71,0.16,NA,40,5.455,1.062,78,83,1,8,2,2,NA,NA,NA,39,NA,82,3,17,6,NA,17,0.2,0.52,-0.37,1.98,NA,148,0.51,0.14,0,3.44,2.01,6.73,1.85,5.04,1.21,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-113.880458723811, 37.4241555112252)
8092,"CBS-LS-1008","MYRTLE CREEK","CY_UCBrooks_South-1008","00929753-C128-4A35-89A9-CB3BFBA214AF",2019-07-24,NA,"1",67.282123,-149.935447,"AK_CentralYukonFO","WADEABLE","CY_UCBrooks_South","Random","Core","2",NA,"LargeWadeable",NA,"Brooks Range",NA,67.281906,-149.937476,67.282608,-149.933919,185.96,"Sampled - Full Reach",28,88.2,1.61,NA,NA,NA,0,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.6,NA,6.72,5.5,NA,1.07,0,NA,NA,0,0,0,6.5,9,16,171,70,6,NA,NA,100,NA,90,90,4,33,0,54,NA,0.4,0.63,-0.48,1.33,NA,NA,NA,NA,NA,13.11,7.14,16.1,1.76,3.09,1.08,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-149.935475620194, 67.2821242227253)
8093,"NW-SS-9272","WASHBURN CREEK","BLM14-9272","6B6B91F8-36DD-4AF0-951E-C777C041A2A7",2019-08-27,NA,"2",41.881117,-118.035852,"NV_WinnemuccaDO","WADEABLE","Winnemuccca District","Random","Core","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.881281,-118.035262,41.880944,-118.036532,150,"Sampled - Full Reach",89.3,90.8,NA,NA,NA,NA,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,182.2,226.7,56.2,50.2,160.1,123.2,7.62,14.7,13.98,NA,13.12,0.26,NA,53.3,40,4.777,30.7,37.1,1,52,18,3,NA,NA,38,NA,38,77,0,1,13,30,NA,0.13,0.41,-0.42,2.11,NA,NA,NA,NA,NA,2.91,2.05,3.36,1.86,2.52,1.34,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-118.035865059457, 41.8811226419602)
8096,"WR-RV-10461","DOUGLAS CREEK","BLMMaster-10461","CFE89B87-6E49-42FA-A3D1-F5F070CB61D4",2019-07-10,NA,"1",39.881728,-108.731605,"CO_NorthwestDO","WADEABLE","WHITE RIVER FIELD OFFICE","Random","Core Subset","5","RV","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",39.882318,-108.731439,39.881161,-108.731133,150,"Sampled - Partial Reach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,18.6,"CO-EDAS2017 - Biotype 1",NA,184,384.9,214.7,87.4,16.5,1103,494.5,8.36,16.5,17.14,NA,NA,NA,NA,NA,NA,NA,62.7,67.3,1,14,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,"NONE","COMMON",NA,"ABSENT",c(-108.731615961435, 39.881734171649)
8097,"KA-SS-1070",NA,"BLMMaster-25813","9FE9218C-892F-480C-8CF1-905B9EB42760",2019-07-01,NA,"1",37.34881,-112.811438,"UT_ColorCountryDO","WADEABLE","KANAB FIELD OFFICE","Random","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",37.348488,-112.811967,37.349269,-112.810747,150,"Sampled - Full Reach",63.6,78.3,NA,NA,NA,NA,0,0,0,0,100,"ABSENT",9,9.90509558,0.90862324,NA,"UT_DEQ_2015",NA,400,296.8,243,34.4,20.7,746,248,7.52,16.7,16.86,NA,1.47,0.31,NA,6.7,0,0,83.9,85.7,1,2,1,1,NA,NA,57,NA,57,88,2,4,0,47,NA,0.12,0.24,-0.65,1.45,NA,139,0.47,0.17,0,1.91,1.13,4.2,2.57,2.67,1.08,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-112.811449510106, 37.3488155742674)
8098,"SA-SS-10250","McDevitt Creek","BLMMaster-10250","1187DE3E-FA24-439E-925E-5203ABE5106F",2016-06-09,"MN-SS-1099","2",44.93332,-113.77195,"ID_SalmonFO","WADEABLE","Salmon Field Office","Random","Core","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.93319,-113.77116,44.93355,-113.77293,150,"Sampled - Full Reach",100,100,1.43,0.01,0.28,0.56,4,100,0,92,4,"ABSENT",11,13.264984,0.829251,NA,"ColumbiaRiverBasin_PIBO","Pass",300,142.2,125.4,56.9,18.1,47.1,101.8,7.04,7.1,10.29,NA,1.93,0.51,1,6.7,2.667,0.557,11.7,11.7,16,140,50,5,26,29,NA,43,NA,86,0,12,1,NA,35,0.14,0.23,-0.71,NA,NA,122,0.38,0.21,0,2.98,2.04,12.8,3,8.61,1.03,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-113.771962779123, 44.9333262965036)
8099,"LL-LS-1047","BRIDGE CREEK","OR_LL_Standard_2019-1047","02DE8A99-2B6D-4CD4-A2BD-EA5C3F188C70",2019-10-04,NA,"1",43.063553,-121.167604,"OR_LakeviewFO","WADEABLE","LAKEVIEW FIELD OFFICE","Random","Core","4","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",43.064168,-121.167628,43.063252,-121.167936,150,"Sampled - Partial Reach",74.5,91.5,NA,NA,NA,NA,0,0,0,0,100,"ABSENT",6,7.56,0.79365079,NA,"OR_NorthernBasinRange",NA,115,37.7,130,10,38,38.8,93,7.69,3.1,12.89,NA,35,0.38,NA,50,3.333,0.145,28.3,30,2,36,18,3,NA,NA,78,NA,61,75,0,3,1,70,NA,0.22,0.33,-0.66,1.28,NA,NA,0.56,0.25,0,3.01,2.23,4.15,1.54,0.65,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-121.167617777896, 43.0635584542042)
8100,"HU-LS-33492","BILK CREEK","BLMMaster-33492","0B930ED5-D96E-4F36-BAD4-7CDD2840D9E5",2019-09-05,NA,"1",41.685921,-118.346449,"NV_WinnemuccaDO","WADEABLE","Humboldt River Field Office","Random","Core","3","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.685639,-118.347013,41.686781,-118.346506,150,"Sampled - Full Reach",96.3,93.1,NA,NA,NA,NA,0,0,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,168.2,181,82.1,49.2,221.1,121,8.34,15.4,16.43,NA,15.47,0.23,NA,60,0,0,26.4,32.3,2,104,12,3,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,0.25,0.4,-0.61,1.27,NA,NA,0.28,0.27,0,3.57,1.84,7.13,2.14,3.48,1.12,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-118.346462083444, 41.6859265984041)
8101,"WE-LS-32696",NA,"BLMMaster-32696","DA0A107E-DFFB-4571-BC56-D129411B3441",2019-09-21,NA,"1",41.612195,-115.345212,"NV_ElkoDO","WADEABLE","Wells Field Office","Random","Core","3","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.612388,-115.345991,41.612377,-115.344691,150,"Sampled - Interrupted Flow and Partial Reach",93,94.1,NA,NA,NA,NA,0,0,0,0,82,NA,NA,NA,NA,NA,NA,NA,NA,2591.8,229,826.9,37,55.6,167,7.39,7.7,14.33,NA,0,NA,NA,0,1.333,0.727,68,77.5,1,10,1,1,NA,NA,75,NA,72,95,0,2,0,58,NA,0.12,0.14,-0.94,1.08,NA,NA,NA,0.07,5.1,1.14,0.68,3.12,2.32,3.23,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-115.345224530916, 41.6122008462897)
8103,"MP-SS-2075","Hancock Creek","BLM13-2075","9540624944",2015-07-03,NA,"1",43.633675,-123.523804,"WRSA","WADEABLE","MT_PNW","Random","Core","1","SS","SmallWadeable","PacificNorthwestXericCalifornia_SmallWadeable","PacificNorthwest","Mountains",43.634173,-123.523935,43.633574,-123.523088,150,"Sampled - Full Reach",94.8,95.5,1.65,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",16,15.601907,1.025516,NA,"OR_MarineWesternCoastalForest","Pass",300,464.7,97.5,66.5,18.4,80.78,71.4,6.93,16,16.27,NA,14.78,0.18,6,40,14,21.435,21.5,26,1,80,28,3,27,NA,NA,48,NA,85,NA,NA,NA,NA,NA,0.28,0.69,-0.29,2.24,0.66,105,0.72,0.14,0,3.63,2.11,NA,NA,2.16,1.57,NA,"NONE","ABSENT","ABSENT",NA,c(-123.523818243115, 43.6336802689633)
8104,"BT-TR-1002","LANDING CREEK","BT-TR-1002","E4115DE2-FF4D-4F4F-907C-1E05DE5C6F43",2019-09-21,NA,"1",43.775187,-119.140775,"OR_BurnsDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",43.775052,-119.14165,43.77502,-119.140271,150,"Sampled - Full Reach",34.8,49.7,NA,NA,NA,NA,0,0,5,5,100,"ABSENT",5,11.20511493,0.45,NA,"OR_WesternCordillera_ColumbiaPlateau","Fail",300,111.7,277,10.3,42.5,157.7,184,6.8,7.9,13.55,NA,40.97,0.59,NA,53.3,0.606,0.635,77.5,78,1,11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,-0.7,1.31,NA,NA,1.05,0.21,0,1.88,1.72,8.4,3,1.82,1.35,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-119.140788566573, 43.7751926958233)
8105,"MS-SS-3095","Spring Branch","BLM13-3095","5803424483",2015-08-08,NA,"1",37.666878,-105.199925,"WRSA","WADEABLE","MT_SROCK","Random","Core","1","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",37.667002,-105.20078,37.666826,-105.199379,150,"Sampled - Interrupted Flow",78.8,83.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,30.2,"CO-EDAS2017 - Biotype 2",NA,309,211.8,234.5,4.4,18,103.9,204.5,6.36,13,11.88,NA,NA,NA,NA,NA,4.667,2.05,71.1,72.3,1,40,1,2,NA,NA,NA,64,NA,100,NA,NA,NA,NA,NA,0.12,0.43,-0.39,5.73,0.26,149,NA,0.02,17.1,0.8,0.41,NA,NA,13.59,1.2,NA,"NONE","ABSENT","ABSENT",NA,c(-105.199934933013, 37.6668841119897)
8107,"NPRA15-LS-9024",NA,"NPRA15-9024","1000252",2015-07-24,NA,"1",70.4247,-153.326,"AK_ArcticDO","WADEABLE","NPRA East","Random","Core","3",NA,"LargeWadeable",NA,"Arctic Coastal Plain",NA,NA,NA,NA,NA,296,"Sampled - Full Reach",0,0.3,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,269.4,NA,8.4,15.2,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,1.24,-0.18,1.6,0.02,NA,0.59,0.23,0,78.36,9.49,NA,NA,NA,NA,NA,"NONE","ABSENT",NA,NA,c(-153.32603289053, 70.424700373262)
8108,"NB-LS-9111","Boone Creek","BLM14-9111","6472764446",2014-08-04,NA,"1",39.797417,-117.080085,"NV_Statewide","WADEABLE","Battle Mountain District","Random","Core","3","LS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.797973,-117.080492,39.79685,-117.07983,150,"Sampled - Full Reach",100,100,1.05,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,45.36622009,"NV_MMI","Pass",300,804,145.3,91.6,34.1,672,268.5,8.39,16.9,16.74,NA,0.77,0.13,1,6.7,0,0,76.6,78.9,1,16,1,1,NA,NA,NA,40,NA,95,NA,NA,NA,NA,NA,0.43,2.52,0.34,4.95,0.95,156,0.36,0.1,0,3,0.71,NA,NA,2.31,1.09,NA,"NONE","ABSENT",NA,NA,c(-117.080097593351, 39.7974225302833)
8109,"GN-SS-10370","SPRING HILL CREEK","BLMMaster-10370","EC9DD1CE-0BFB-4BE1-BC49-FB7DCE4C1D1D",2019-08-14,NA,"1",38.316563,-106.918341,"CO_RockyMountainDO","WADEABLE","GUNNISON FIELD OFFICE","Random","Core Subset","1","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",38.316841,-106.918851,38.316242,-106.91804,150,"Sampled - Partial Reach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,41.5,"CO-EDAS2017 - Biotype 2",NA,123,395.5,206.4,173.5,47.9,95.7,124.9,7.48,13.7,12.05,NA,NA,NA,NA,NA,NA,NA,69.2,70,1,85,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,NA,"NONE","ABSENT",NA,"ABSENT",c(-106.918351385817, 38.3165690924651)
8110,"LS-RV-13001","LITTLE SNAKE RIVER","BLMMaster-13001","EF47D2F0-0A6C-4FF8-B1C6-3663B3741FC9",2017-08-29,NA,"1",40.94539,-108.059389,"CO_NorthwestDO","WADEABLE","LITTLE SNAKE FIELD OFFICE","Random","Core","6","RV","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",40.942371,-108.059993,40.948347,-108.059181,734.4,"Sampled - Full Reach",0,15.2,0.86,0,0.05,0.02,50,86,14,95,91,"ABSENT",NA,NA,NA,66.4,"CO-EDAS2017 - Biotype 1",NA,310,NA,NA,NA,20.9,869,339.5,8.49,19.7,19.12,NA,0,NA,0,0,0.136,0.174,39.5,39.5,1,107,33,3,NA,NA,NA,64,NA,71,0,39,0,NA,17,0.64,1.18,-0.2,1.53,0.06,163,0.6,0.49,0,36.15,20.74,70.2,1.95,0.16,1.1,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-108.059399950345, 40.9453963539299)
8111,"LK-LS-1041","LONG BRANCH CREEK","OR_LK-1041","BF270E09-410B-4239-BAA3-F2C81584FAD2",2019-06-26,NA,"1",42.186438,-121.013723,"OR_KlamathFallsFO","WADEABLE","KLAMATH FALLS FIELD OFFICE","Random","Core","3","LS","SmallWadeable","PacificNorthwest_SmallWadeable","PacificNorthwest","Mountains",42.186084,-121.014095,42.18679,-121.01311,150,"Sampled - Full Reach",0.9,85,NA,NA,NA,NA,0,0,0,0,100,"ABSENT",5,11.65380967,0.43,NA,"OR_WesternCordillera_ColumbiaPlateau","Fail",300,399.7,161,15.35,41.5,NA,157,8.07,16.2,18.61,NA,22.73,0.54,NA,20,0.667,0.307,59.5,61.9,1,4098,1,3,NA,NA,86,NA,71,76,0,0,0,68,NA,0.28,0.37,-0.71,1.08,NA,NA,NA,NA,NA,6.35,5.26,12.68,3,0.01,1.33,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-121.013736606693, 42.1864434045161)
8112,"XS-SS-6098","NORTH FORK SILVER CREEK","BLM13-6098","11844",2013-07-20,NA,"1",39.6881,-117.0389,"WRSA","WADEABLE","XE_SOUTH","Random","Core","1","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.6879,-117.0396,39.6882,-117.0381,150,"Sampled - Full Reach",92.1,94.1,1.65,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,43.53824708,"NV_MMI","Pass",300,657.9,170.4,16.2,24,327.2,228,8.01,13.7,14.11,NA,NA,NA,NA,NA,0,0,22.9,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,100,NA,NA,NA,NA,NA,0.27,0.5,-0.49,1.47,0.48,NA,0.34,0.12,0,1.79,1.37,NA,NA,NA,1.13,NA,"NONE","ABSENT","PRESENT",NA,c(-117.03891257173, 39.688105522912)
8113,"MN-SS-1114",NA,"BLMMaster-14095","7424474193",2014-07-13,NA,"1",48.042571,-118.092788,"WRSA","WADEABLE","MT_NROCK","Random","Core","1","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",48.042998,-118.092618,48.041927,-118.093148,150,"Sampled - Full Reach",98.3,96.3,1.46,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,NA,NA,NA,NA,281,137.2,56.1,19.9,281.9,135.5,8.15,12.5,10.38,NA,18.38,0.14,15,100,15.333,6.202,19.6,19.6,1,100,30,4,NA,NA,NA,57,NA,70,NA,NA,NA,NA,NA,0.39,0.55,-0.57,1.36,0.4,97,0.4,0.11,0,2.25,1.31,NA,NA,7.23,1.2,NA,"NONE","ABSENT","PRESENT",NA,c(-118.092802267562, 48.0425771031481)
8114,"CT-TR-1076","WOLCOTT CREEK","CT-TR-1076","09200076-92B7-4246-B4F7-2D1849116DE7",2019-08-25,NA,"1",45.666244,-116.327024,"ID_CottonwoodFO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",45.666784,-116.326416,45.665814,-116.327306,150,"Sampled - Interrupted Flow",98.3,93.6,NA,NA,NA,NA,0,0,0,0,59,"ABSENT",6,12.02127065,0.49911529,NA,"ColumbiaRiverBasin_PIBO","Fail",300,455.5,134,30.3,21.9,305.3,189,8.05,13.7,14.3,NA,0,NA,NA,0,13.333,1.4,52.9,56.7,1,52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.11,-0.8,2.4,NA,136,NA,0.01,27.6,1.42,1.21,0.46,1.13,27.65,1.17,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-116.327037417637, 45.6662501134402)
8115,"BO-SS-10248","Cottonwood Creek","BLMMaster-10248","7979B159-0108-47BE-9626-6F2858FEFB3B",2016-09-01,NA,"1",42.51886,-116.085713,"ID_Statewide","WADEABLE","Idaho","Random","Core","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",42.519343,-116.086014,42.518427,-116.085205,150,"Sampled - Full Reach",74.2,94.7,1.14,0.07,0.42,0.49,0,100,23,100,14,"ABSENT",8,14.596807,0.548065,NA,"ColumbiaRiverBasin_PIBO","Pass",300,618.9,255.2,59.6,43,103.4,172.9,7.43,11.5,14.21,NA,20.41,0.21,5,33.3,0,0,16.8,16.8,2,135,65,5,11,20,NA,52,NA,95,0,12,0,NA,34,0.09,0.33,-0.48,NA,NA,141,0.46,0.19,0,3.34,2.95,4.42,1.32,2.27,1.23,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-116.085725808656, 42.5188658680165)
8116,"XS-LS-6002","JAKES CREEK","BLM13-6002","2E20E3A9-A624-4223-B144-FD25A8ADAE89",2019-07-24,NA,"1",41.472367,-115.686488,"NV_ElkoDO","WADEABLE","XE_SOUTH","Random","Core","3","LS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",41.472108,-115.685981,41.472855,-115.68669,150,"Sampled - Full Reach",39.4,42.8,NA,NA,NA,NA,0,0,27,27,100,NA,NA,NA,NA,NA,NA,NA,NA,292.7,296.4,170,34.4,249.6,192.6,7.7,21.8,15.58,NA,9.03,0.25,NA,20,0,0,85.7,90.4,1,2,1,1,NA,NA,76,NA,74,81,0,0,0,57,NA,0.11,0.17,-0.82,1.18,NA,NA,0.6,0.22,0,3.49,1.26,5.64,3,1.23,1.47,NA,"MINOR","RARE","PRESENT","ABSENT",c(-115.686500573945, 41.4723728043087)
8117,"FR-TR-1350","CUBA GULCH","FR-TR-1350","A6E6CA0E-E2DD-4B9D-A641-1F01881D98EE",2018-08-21,NA,"1",37.882044,-107.483523,"CO_RockyMountainDO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",NA,NA,NA,NA,150,"Sampled - Partial Reach",46.5,91.8,1.72,0,0.22,0.22,0,100,0,100,0,"ABSENT",NA,NA,NA,17.8,"CO-EDAS2017 - Biotype 2",NA,127,84.4,163,10.4,42.2,190.1,62.7,8.38,8.3,7.32,NA,NA,NA,NA,NA,57.333,30.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,67,6,26,18,NA,17,0.47,0.85,-0.32,NA,0.93,129,0.4,0.21,NA,5.94,4.34,9.75,1.2,10.9,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-107.483533464236, 37.8820499956912)
8118,"HC-SS-8465",NA,"BLM13-8465","EB6F8C0C-FC2D-419D-BABD-5F1987A43A53",2019-07-13,NA,"1",41.310508,-119.952013,"CA_NorthernCaliforniaDO","WADEABLE","Home Camp","Random","Core","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.310263,-119.952623,41.31085,-119.95122,150,"Sampled - Full Reach",30.5,38.5,NA,NA,NA,NA,0,0,45,45,50,NA,NA,NA,NA,NA,NA,NA,NA,153,154.1,224.5,51.1,626,149.2,8.5,15.2,16.06,NA,9.85,0.12,NA,73.3,0,0,28.6,40,2,24,9,2,NA,NA,0,NA,0,14,0,1,0,12,NA,0.15,1,-0.02,3.98,NA,NA,0.52,0.07,0,1.27,0.64,2.35,1.4,4.77,1.12,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-119.952026297586, 41.3105134293923)
8120,"CT-TR-1196","WHISKEY CREEK","CT-TR-1196","0867C41E-4C9C-4FFF-B827-F33D8212B15A",2019-08-25,NA,"1",45.829166,-115.50225,"ID_CottonwoodFO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",45.828664,-115.501687,45.829704,-115.502103,150,"Sampled - Full Reach",90,95.2,NA,NA,NA,NA,0,0,0,0,5,"ABSENT",16,13.89221807,1.15172393,NA,"ColumbiaRiverBasin_PIBO","Pass",300,67.7,62,8.1,15.3,39.3,51,7.48,12.4,12.76,NA,16.6,0.18,NA,53.3,11.333,1.981,22,27.8,2,107,21,4,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.42,-0.67,1.3,NA,121,0.42,0.12,0,2.49,1.69,7.04,2.25,4.44,1.25,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-115.502263292642, 45.8291722074997)
8121,"NW-TR-1335","POLE CREEK","NW-TR-1335","7C43505C-D116-4E31-93D1-4E6456B277D2",2019-08-07,NA,"1",41.315961,-116.871782,"NV_WinnemuccaDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.316187,-116.871275,41.315763,-116.872414,150,"Sampled - Full Reach",90,91.9,NA,NA,NA,NA,0,0,0,0,75,NA,NA,NA,NA,NA,NA,NA,NA,159.7,264,107.9,34,99.9,146,7.65,16.4,15.06,NA,22.89,0.23,NA,80,0,0,20.3,24.4,1,43,20,3,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,0.16,0.24,-0.75,1.25,NA,NA,0.51,0.16,0,1.68,1.19,4.07,3,1.83,1.41,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-116.871794767648, 41.3159666905564)
8122,"NO-LS-9203","CURRANT CREEK","BLM14-9203","9B0300CE-EE3A-443F-B29A-8694BF41B145",2019-08-24,NA,"1",41.529224,-115.167183,"NV_ElkoDO","WADEABLE","Elko District","Random","Core","3","LS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",41.528914,-115.167744,41.529367,-115.166631,150,"Sampled - Partial Reach",96.9,97.1,NA,NA,NA,NA,0,0,45,45,36,NA,NA,NA,NA,NA,NA,NA,NA,289,211.8,101.5,19.8,337.6,284.9,NA,11.9,15.49,NA,3.12,0.26,NA,8.3,0,0,36.5,50,1,14,6,2,NA,NA,67,NA,53,61,0,0,1,52,NA,0.16,0.38,-0.5,1.45,NA,NA,0.31,0.31,0,2.45,1.94,5.96,2.91,1.14,NA,NA,"MINOR","RARE","ABSENT","ABSENT",c(-115.167195485164, 41.5292298530897)
