"SITE_ID","YEAR","VISIT_NO","LTMXSPP","LTMXDIST","LTMXDBH","LTMXSIZE","LTMXHT","LTMXCNT","LTMDDIST","LTMDDOM","LTMDSUB","LTMDDOMN","LTMDSUBN","LTSPLIST","LTFRACS","LTFRACM","LTFRACL","LTFRACX" 
"WWYP99-0509",2000,1,"Unknown",1,".3-.75","L","15-30",11,2.8181818182,"Unknown"," ",11, ,"UDE,UDE,UDE,UDE,UDE,UDE,UDE,UDE,UDE,UDE,UDE",11,11,10,0 
"WWYP99-0511",2000,1,"Spruce",15,".3-.75","L","15-30",10,6.7,"Willow","Spruce",6,4,"SPRUCE,SPRUCE,SPRUCE,WILLOW,WILLOW,WILLOW,WILLOW,SPRUCE,WILLOW,WILLOW,SPRUCE",10,2,1,0 
"WWYP99-0515",2000,1,"Poplar/Cottonwood",5,".3-.75","L","15-30",11,5.4,"Alder/Birch","Poplar/Cottonwood",6,4,"COTTONWOOD,ALDER,ALDER,ALDER,POPLAR,POPLAR,POPLAR,ALDER,ALDER,ALDER,ALDER",11,8,2,0 
"WWYP99-0516",2000,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WWYP99-0524",2000,1," ",45,"0-0.1","S","5-15",1,45," "," ",1, ,"Russian olive",1,0,0,0 
"WWYP99-0525",2000,1,"Poplar/Cottonwood",17,".3-.75","M","5-15",9,20.333333333," ","Poplar/Cottonwood",3,3,"RUSSIAN OLIVE,RUSSIAN OLIVE,COTTONWOOD,COTTONWOOD,COTTONWOOD,RUSSIAN OLIVE,RUSSIAN OLIVE,RUSSIAN OLIVE",9,4,0,0 
"WWYP99-0526",2000,1,"Poplar/Cottonwood",7,".3-.75","L","15-30",11,8.125,"Poplar/Cottonwood"," ",9, ,"POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR",11,11,7,0 
"WWYP99-0530",2000,1,"Spruce",4,".1-.3","M","5-15",11,4.9090909091,"Willow","Poplar/Cottonwood",8,2,"WILLOW,WILLOW,WILLOW,WILLOW,SPRUCE,WILLOW,WILLOW,WILLOW,WILLOW,ASPEN,ASPEN",11,3,0,0 
"WWYP99-0531",2000,1,"Poplar/Cottonwood",65,".1-.3","M","5-15",11,34.545454545,"Poplar/Cottonwood"," ",11, ,"POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR",11,2,0,0 
"WWYP99-0533",2000,1,"Spruce",2,".3-.75","L","15-30",11,1.4444444444,"Spruce"," ",9, ,"SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE",11,10,9,0 
"WWYP99-0535",2000,1,"Willow",2,".1-.3","S","<5",4,1,"Willow"," ",4, ,"WILLOW,WILLOW,WILLOW,WILLOW",4,0,0,0 
"WWYP99-0537",2001,1,"Pine",7,".3-.75","L","15-30",11,6.5555555556,"Pine"," ",9, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,11,9,0 
"WWYP99-0538",2000,1,"Poplar/Cottonwood",30,".1-.3","M","15-30",11,21.25,"Poplar/Cottonwood"," ",8, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,WILLOW,WILLOW,WILLOW",11,8,0,0 
"WWYP99-0540",2000,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WWYP99-0553",2003,1,"Pine",8,".3-.75","L",">30",11,3.4545454545,"Pine","Poplar/Cottonwood",9,2,"PINE,PINE,PINE,PINE,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,PINE,PINE,PINE,PINE,PINE",11,11,10,0 
"WWYP99-0556",2003,1,"Firs/Hemlock",45,".3-.75","L","15-30",10,19,"Firs/Hemlock"," ",8, ,"WILLOW,FIR,FIR,ASPEN,NARROWLEAF COTTONWOOD,FIR,FIR,FIR,FIR,FIR,FIR",10,7,6,0 
"WWYP99-0582",2001,1,"Poplar/Cottonwood",2,">2","X","15-30",11,6,"Pine","Poplar/Cottonwood",6,1,"PINE,PINE,COTTONWOOD,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,11,7,1 
"WWYP99-0585",2001,1,"Pine",7,".75-2","X",">30",11,3,"Pine","Snag",9,2,"PINE,PINE,PINE,PINE,PINE,SNAG,SNAG,PINE,PINE,PINE,PINE",11,11,11,1 
"WWYP99-0586",2001,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WWYP99-0587",2001,1,"Maple/Boxelder",2,".3-.75","M","5-15",9,4.7777777778,"Maple/Boxelder","Alder/Birch",5,4,"MAPLE/BOXELDER,MAPLE/BOXELDER,ALDER/BIRCH,ALDER/BIRCH,ALDER/BIRCH,ALDER/BIRCH,MAPLE/BOXELDER,MAPLE/BOXELDER,ALDER/BIRCH,MAPLE/BOXELDER",9,7,0,0 
"WWYP99-0589",2001,1,"Willow",15,".1-.3","M","5-15",9,5.5,"Willow"," ",4, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",9,1,0,0 
"WWYP99-0590",2001,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WWYP99-0591",2001,1,"Pine",12,".3-.75","L","15-30",10,5.2727272727,"Pine"," ",11, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",10,10,6,0 
"WWYP99-0592",2001,1,"Pine",8,".3-.75","M","5-15",10,14.6,"Pine"," ",5, ,"PINE,PINE,PINE,WILLOW,WILLOW,PINE,PINE,PINE,WILLOW,WILLOW",10,5,0,0 
"WWYP99-0594",2001,1,"Unknown_Conifer",1,".3-.75","L","15-30",11,4.9090909091,"Unknown_Conifer"," ",11, ,"UNKNOWN CONIFER,UNKNOWN CONIFER,UNKNOWN CONIFER,UNKNOWN CONIFER,UNKNOWN CONIFER,UNKNOWN CONIFER,UNKNOWN CONIFER,UNKNOWN CONIFER,UNKNOWN CONIFER,UNKNOWN CONIFER,UNKNOWN CONIFER",11,11,10,0 
"WWYP99-0598",2001,1,"Pine",1,".3-.75","L",">30",11,2.4,"Pine"," ",10, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,11,10,0 
"WWYP99-0599",2001,1,"Pine",12,".75-2","X",">30",11,11.4,"Pine"," ",5, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,SNAG,PINE,PINE,PINE",11,11,8,5 
"WWYP99-0600",2001,1,"Alder/Birch", ,".3-.75","L","15-30",11,5.3333333333,"Alder/Birch","Maple/Boxelder",8,1,"WILLOW,ALDER/BIRCH,ALDER/BIRCH,ALDER/BIRCH,ALDER/BIRCH,ALDER/BIRCH,ALDER/BIRCH,ALDER/BIRCH,ALDER/BIRCH,PINE,BOXELDER",11,10,4,0 
"WWYP99-0603",2001,1,"Firs/Hemlock",10,".3-.75","L","15-30",11,4.2727272727,"Poplar/Cottonwood","Firs/Hemlock",5,3,"PINE,POPLAR,FIR,POPLAR,FIR,PINE,POPLAR,PINE,POPLAR,POPLAR,FIR",11,11,5,0 
"WWYP99-0604",2001,1,"Willow",0,"0-0.1","S","5-15",11,2.1818181818,"Willow","Snag",10,1,"WILLOW,WILLOW,SNAG,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,0,0,0 
"WWYP99-0605",2001,1,"Spruce",15,".3-.75","L","15-30",9,5.8888888889,"Willow","Pine",5,2,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,SPRUCE,PINE,SPRUCE,PINE",9,4,2,0 
"WWYP99-0606",2001,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WWYP99-0607",2001,1,"Poplar/Cottonwood",15,".3-.75","L","15-30",8,9.1666666667,"Poplar/Cottonwood"," ",6, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",8,6,2,0 
"WWYP99-0608",2001,1,"Pine",1,".3-.75","L","15-30",9,3.6,"Pine"," ",10, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",9,9,8,0 
"WWYP99-0609",2001,1,"Pine",8,".1-.3","M","5-15",9,11.125,"Juniper","Firs/Hemlock",6,1,"PINE,PINE,JUNIPER,JUNIPER,JUNIPER,FIR,JUNIPER,JUNIPER,JUNIPER",9,2,0,0 
"WWYP99-0610",2001,1,"Poplar/Cottonwood",10,".3-.75","M","5-15",11,2.3636363636,"Willow","Poplar/Cottonwood",9,2,"WILLOW,COTTONWOOD,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,COTTONWOOD,WILLOW,WILLOW",11,2,0,0 
"WWYP99-0612",2001,1,"Poplar/Cottonwood",2,".3-.75","L","15-30",11,8.625,"Poplar/Cottonwood"," ",8, ,"POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR",11,11,8,0 
"WWYP99-0613",2001,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WWYP99-0614",2001,1,"Poplar/Cottonwood",15,".3-.75","M","5-15",11,7.6363636364,"Poplar/Cottonwood","Willow",5,5,"WILLOW,WILLOW,WILLOW,COTTONWOOD,WILLOW,COTTONWOOD,COTTONWOOD,JUNIPER,WILLOW,COTTONWOOD,COTTONWOOD",11,5,0,0 
"WWYP99-0615",2001,1,"Pine",5,".3-.75","L",">30",11,6.8333333333,"Pine"," ",6, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,11,5,0 
"WWYP99-0616",2001,1,"Pine",2,".3-.75","L","15-30",10,4.9090909091,"Poplar/Cottonwood","Pine",6,3,"PINE,COTTONWOOD,PINE,PINE,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,WILLOW,WILLOW,COTTONWOOD",10,10,2,0 
"WWYP99-0651",2002,1,"Firs/Hemlock",1,".75-2","X",">30",11,7.2,"Firs/Hemlock"," ",5, ,"FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR",11,11,11,5 
"WWYP99-0652",2002,1,"Poplar/Cottonwood",3,".75-2","L","15-30",10,2.0909090909,"Poplar/Cottonwood"," ",11, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",10,10,4,0 
"WWYP99-0653",2002,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WWYP99-0655",2002,1,"Willow",5,".1-.3","M","5-15",11,3,"Willow"," ",6, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,1,0,0 
"WWYP99-0656",2002,1,"Poplar/Cottonwood",2,".3-.75","L","15-30",5,0.6,"Poplar/Cottonwood"," ",5, ,"ASPEN,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",5,5,3,0 
"WWYP99-0657",2002,1,"Firs/Hemlock",30,".3-.75","L","15-30",10,22.222222222,"Firs/Hemlock"," ",9, ,"DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR",10,10,8,0 
"WWYP99-0659",2002,1,"Willow",10,".1-.3","S","<5",5,8,"Unknown","Willow",3,1,"WILLOW,WILLOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",5,0,0,0 
"WWYP99-0660",2002,1,"Willow",1,".3-.75","M","<5",11,0.6363636364,"Willow"," ",11, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,1,0,0 
"WWYP99-0661",2002,1,"Pine",0,".3-.75","M","5-15",9,7.6,"Pine","Poplar/Cottonwood",8,2,"PINE,COTTONWOOD,COTTONWOOD,PINE,PINE,COTTONWOOD,PINE,PINE,PINE,PINE,PINE",9,8,0,0 
"WWYP99-0662",2002,1,"Firs/Hemlock",50,".3-.75","L",">30",11,37.818181818,"Firs/Hemlock"," ",11, ,"FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR",11,11,11,0 
"WWYP99-0665",2002,1,"Poplar/Cottonwood",18,".3-.75","M","5-15",11,14.666666667,"Poplar/Cottonwood"," ",6, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",11,8,0,0 
"WWYP99-0669",2002,1,"Firs/Hemlock",26,".3-.75","L",">30",11,8.2,"Firs/Hemlock"," ",10, ,"FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR",11,11,10,0 
"WWYP99-0670",2002,1,"Willow",5,".3-.75","M","5-15",10,3.3636363636,"Willow"," ",11, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",10,3,0,0 
"WWYP99-0671",2002,1,"Poplar/Cottonwood",20,".75-2","L","15-30",5,25.666666667,"Poplar/Cottonwood"," ",3, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",5,5,3,0 
"WWYP99-0707",2003,1,"Pine",7,".75-2","L","5-15",7,3.8571428571,"Pine"," ",7, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE",7,7,7,0 
"WWYP99-0708",2003,1,"Willow",1,".1-.3","M","5-15",11,2.875,"Willow"," ",8, ,"WILLOW (SNAG),WILLOW,WILLOW,WILLOW,WILLOW,WILLOW (DEAD),WILLOW,WILLOW (BURNT/DEAD),WILLOW,WILLOW (BURNT/DEAD),WILLOW",11,3,0,0 
"WWYP99-0710",2003,1,"Pine",10,".1-.3","M","5-15",11,8.375,"Pine"," ",8, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,8,0,0 
"WWYP99-0713",2003,1,"Pine",4,".75-2","L","15-30",11,4.7,"Pine"," ",10, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,11,6,0 
"WWYP99-0715",2003,1,"Spruce",10,".1-.3","M","5-15",10,15,"Spruce"," ",10, ,"SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE",10,5,0,0 
"WWYP99-0716",2003,1,"Poplar/Cottonwood",15,".3-.75","L","15-30",11,14.5,"Poplar/Cottonwood"," ",4, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,4,4,0 
"WWYP99-0717",2003,1,"Firs/Hemlock",3,".3-.75","L","15-30",11,4.5454545455,"Poplar/Cottonwood","Cedar/Cypress/Sequoia",3,2,"CEDAR,ASH,JUNIPER,JUNIPER,COTTONWOOD,FIR,CEDAR,COTTONWOOD,FIR,PINE,COTTONWOOD",11,8,3,0 
"WWYP99-0719",2003,1,"Poplar/Cottonwood",15,".75-2","X",">30",11,9.5,"Poplar/Cottonwood","Pine",5,1,"PINE,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,PINE,PINE",11,11,3,1 
"WWYP99-0720",2003,1,"Poplar/Cottonwood",3,">2","X",">30",11,6.5555555556,"Poplar/Cottonwood"," ",9, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD/SNAG,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD/SNAG,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",11,11,10,9 
"WWYP99-0721",2003,1,"Spruce",5,".75-2","X",">30",11,9.7,"Spruce"," ",10, ,"SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE",11,11,11,10 
"WWYP99-0722",2003,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"IAW02344-0096",2004,1,"Maple/Boxelder",11,".75-2","L","15-30",10,12,"Ash","Maple/Boxelder",6,1,"ASH,ASH,ASH,MAPLE,ASH,ASH,ASH,ASH,ASH,ASH",10,10,5,0 
"IAW02344-0097",2004,1,"Poplar/Cottonwood",10,".75-2","X",">30",11,25.3,"Poplar/Cottonwood"," ",10, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",11,11,10,1 
"IAW02344-0098",2004,1,"Willow",5,"0-0.1","S","<5",10,2.4,"Willow","Maple/Boxelder",8,2,"WILLOW,WILLOW,WILLOW,WILLOW,MAPLE,WILLOW,WILLOW,WILLOW,WILLOW,BOXELDER",10,0,0,0 
"IAW02344-0099",2004,1,"Maple/Boxelder",10,".75-2","X",">30",11,6.6,"Poplar/Cottonwood"," ",2,1,"WALNUT,MAPLE,BASSWOOD,UNKNOWN,COTTONWOOD,BASSWOOD,COTTONWOOD,UNKNOWN,OAK,OAK,BASSWOOD",11,11,11,3 
"IAW02344-0100",2004,1,"Poplar/Cottonwood",8,".75-2","X",">30",11,17.272727273,"Poplar/Cottonwood"," ",7,4,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,WALNUT,COTTONWOOD,WALNUT,WALNUT,WALNUT,COTTONWOOD,COTTONWOOD",11,11,11,2 
"IAW02344-0103",2004,1," ",9,".1-.3","M","5-15",3,5,"Maple/Boxelder"," ",2,1,"ELM,BOXELDER,BOXELDER",3,1,0,0 
"IAW02344-0104",2004,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"IAW02344-0105",2004,1,"Unknown",28,".75-2","X",">30",6,12.666666667,"Maple/Boxelder","Unknown",3,3,"MAPLE,UNKNOWN,MAPLE,UNKNOWN,MAPLE,UNKNOWN",6,6,6,1 
"IAW02344-0106",2004,1,"Maple/Boxelder",4,".75-2","L","15-30",11,6," ","Maple/Boxelder",4,4,"LOCUST,MAPLE,MAPLE,LOCUST,ELM,LOCUST,MAPLE,LOCUST,LOCUST,MAPLE,LOCUST",11,10,4,0 
"IAW02344-0108",2004,1,"Sycamore",4,".75-2","X",">30",11,10,"Maple/Boxelder","Sycamore",3,3,"SYCAMORE,SYCAMORE,SYCAMORE,MAPLE,MAPLE,SYCAMORE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE",11,11,11,5 
"IAW02344-0109",2004,1,"Poplar/Cottonwood",6,".75-2","X",">30",11,11.333333333,"Poplar/Cottonwood","Oak",3,2,"MAPLE,MAPLE,COTTONWOOD,MAPLE,MAPLE,COTTONWOOD,COTTONWOOD,SPRUCE,OAK,OAK,MAPLE",11,11,11,5 
"IAW02344-0110",2004,1," ",4,"0-0.1","S","<5",10,3.4," ","Ash",6,4,"SHRUB,SHRUB,SHRUB,SHRUB,SHRUB,ASH,ASH,SHRUB,ASH,ASH",10,0,0,0 
"IAW02344-0111",2004,1,"Maple/Boxelder",24,".75-2","X",">30",11,14.818181818,"Maple/Boxelder"," ",8,2,"MAPLE,WALNUT,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,COTTONWOOD,WALNUT,MAPLE,MAPLE",11,11,11,4 
"IAW02344-0112",2004,1,"Maple/Boxelder",11,".75-2","X",">30",11,11.222222222,"Maple/Boxelder"," ",9, ,"MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,BOXELDER,MAPLE,BOXELDER,BOXELDER",11,11,8,1 
"IAW02344-0113",2004,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"IAW02344-0114",2004,1,"Willow",8,".3-.75","M","5-15",11,5.5,"Willow","Maple/Boxelder",8,2,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,BOXELDER,BOXELDER,WILLOW,BOXELDER,WILLOW,WILLOW",11,11,0,0 
"IAW02344-0115",2004,1,"Poplar/Cottonwood",20,".75-2","X",">30",11,8.7272727273,"Maple/Boxelder","Poplar/Cottonwood",5,3,"COTTONWOOD,MAPLE,MAPLE,ASH,UNKNOWN,LOCUST,MAPLE,COTTONWOOD,MAPLE,COTTONWOOD,MAPLE",11,11,11,3 
"IAW02344-0117",2004,1,"Maple/Boxelder",12,".75-2","X",">30",11,9.9090909091,"Maple/Boxelder"," ",10,1,"MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,WALNUT,MAPLE,MAPLE",11,11,11,2 
"IAW02344-0118",2004,1,"Maple/Boxelder",20,".3-.75","L",">30",8,9.4," ","Maple/Boxelder",1,1,"SNAG,WALNUT,OAK,MAPLE,MAPLE,BOXELDER,LOCUST,WILLOW",8,6,4,0 
"IAW02344-0119",2004,1,"Poplar/Cottonwood",14,".75-2","X",">30",11,13.636363636,"Poplar/Cottonwood","Maple/Boxelder",6,2,"COTTONWOOD,MAPLE,UNKNOWN,COTTONWOOD,COTTONWOOD,COTTONWOOD,WALNUT,COTTONWOOD,SNAG,COTTONWOOD,MAPLE",11,11,11,3 
"IAW02344-0120",2004,1,"Unknown",15,".3-.75","L","15-30",2,15,"Unknown"," ",1, ,"UNKNOWN,UNKNOWN",2,1,1,0 
"IAW02344-0121",2004,1,"Maple/Boxelder",1,".1-.3","M","5-15",2,2,"Maple/Boxelder"," ",2, ,"BOXELDER,BOXELDER",2,2,0,0 
"IAW02344-0122",2004,1,"Willow",15,".75-2","X",">30",11,15.777777778,"Willow","Alder/Birch",6,2,"WILLOW,WILLOW,WILLOW,WILLOW,ALDER,ASH,BOXELDER,ALDER,WILLOW,WILLOW,COTTONWOOD",11,11,9,3 
"IAW02344-0123",2004,1,"Ash",18,".3-.75","L",">30",11,22.181818182," ","Ash",7,3,"ASH,COTTONWOOD,WALNUT,BASSWOOD,ASH,WALNUT,WALNUT,WALNUT,WALNUT,ASH,WALNUT",11,11,11,0 
"IAW02344-0125",2004,1,"Oak",20,".75-2","X",">30",11,17.9,"Oak"," ",4,3,"OAK,OAK,OAK,ASPEN,BOXELDER,OAK,ELM,BASSWOOD,BASSWOOD,COTTONWOOD,COTTONWOOD",11,11,10,4 
"IAW02344-0128",2004,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"IAW02344-0130",2004,1,"Poplar/Cottonwood",5,".75-2","L","15-30",11,9.3333333333," ","Poplar/Cottonwood",4,2,"COTTONWOOD,WALNUT,ELM,WALNUT,WALNUT,COTTONWOOD,UNKNOWN,ELM,ELM,BOXELDER,ELM",11,8,2,0 
"IAW02344-0132",2004,1,"Maple/Boxelder",0,".3-.75","L","15-30",6,2.3333333333,"Ash","Maple/Boxelder",5,1,"ASH,ASH,ASH,ASH,ASH,MAPLE",6,6,1,0 
"IAW02344-0133",2004,1,"Willow",25,".3-.75","L","15-30",11,19.333333333,"Willow","Snag",4,3,"WILLOW,SNAG,WILLOW,SNAG,WILLOW,WALNUT,BOX ELDER,WILLOW,ASH,SNAG,WALNUT",11,11,9,0 
"IAW02344-0134",2004,1,"Poplar/Cottonwood",6,".75-2","X",">30",11,16.454545455,"Maple/Boxelder","Poplar/Cottonwood",7,3,"MAPLE,COTTONWOOD,MAPLE,MAPLE,MAPLE,MAPLE,POPLAR,POPLAR,MAPLE,MAPLE,WILLOW",11,11,11,1 
"IAW02344-0135",2004,1,"Poplar/Cottonwood",50,".75-2","X",">30",11,18.222222222,"Maple/Boxelder","Willow",4,2,"MAPLE,MAPLE,WILLOW,WILLOW,WALNUT,MAPLE,MAPLE,MAPLE,JUNIPER,BOXELDER,COTTONWOOD",11,11,7,1 
"IAW02344-0139",2004,1,"Willow",3,".3-.75","L","15-30",11,5.3333333333,"Willow","Maple/Boxelder",5,1,"BOXELDER,WILLOW,WILLOW,WILLOW,WILLOW,BOXELDER,WILLOW,SILVER MAPLE,SILVER MAPLE,BOXELDER,BOXELDER",11,11,6,0 
"IAW02344-0232",2004,1,"Unknown",3,".3-.75","L","15-30",5,10.75,"Willow"," ",2,1,"MULBERRY,CRAB APPLE,UNKNOWN,WILLOW,WILLOW",5,3,1,0 
"IAW02344-0250",2004,1,"Snag",5,"0-0.1","S","<5",4,4.5," ","Snag",3,1,"SNAG,HONEY LOCUST,HONEY LOCUST,HONEY LOCUST",4,0,0,0 
"IAW02344-0253",2004,1,"Poplar/Cottonwood",2,".75-2","X",">30",11,10.818181818," ","Oak",6,2,"BASSWOOD,BASSWOOD,OAK,SNAG,HICKORY,WALNUT,COTTONWOOD,OAK,WALNUT,WILLOW,WALNUT",11,11,11,1 
"IAW02344-0261",2004,1,"Ash",8,".3-.75","L",">30",11,20.545454545," ","Alder/Birch",7,1,"MAPLE,ASH,WALNUT,ALDER/BIRCH,COTTONWOOD,WALNUT,WALNUT,WALNUT,WALNUT,WALNUT,WALNUT",11,11,11,0 
"NEWS04-0101",2004,1,"Spruce",5,".3-.75","L","15-30",11,7.8888888889,"Cedar/Cypress/Sequoia","Spruce",6,2,"SPRUCE,POPLAR,SPRUCE,CEDAR,CEDAR,CEDAR,CEDAR,CEDAR,SPRUCE,BIRCH,CEDAR",11,11,6,0 
"NEWS04-0108",2004,1,"Poplar/Cottonwood",20,".3-.75","L","15-30",11,3.2727272727,"Poplar/Cottonwood","Alder/Birch",6,5,"ALDER,ALDER,ALDER,ALDER,ALDER,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR",11,6,2,0 
"NEWS04-0203",2004,1,"Poplar/Cottonwood",20,".75-2","L","15-30",11,18.333333333,"Spruce","Poplar/Cottonwood",6,2,"POPLAR,SPRUCE,SPRUCE,SPRUCE,OTHER CONIFER,SPRUCE,SPRUCE,SPRUCE,OTHER CONIFER,POPLAR,ALDER",11,10,7,0 
"NEWS04-0305",2004,1,"Spruce",10,".75-2","L","15-30",11,12.363636364,"Spruce","Cedar/Cypress/Sequoia",8,2,"OTHER CONIFER,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,SPRUCE,CEDAR,SPRUCE,CEDAR",11,11,11,0 
"NEWS04-0401",2004,1,"Cedar/Cypress/Sequoia",40,".75-2","L","15-30",11,15.4,"Spruce","Alder/Birch",4,3,"CEDAR,SPRUCE,BIRCH,SPRUCE,BIRCH,SPRUCE,BIRCH,SPRUCE,SPRUCE,SNAG,CEDAR",11,11,10,0 
"NEWS04-0502",2004,1,"Spruce",2,".75-2","X",">30",11,2.7777777778,"Cedar/Cypress/Sequoia","Snag",4,2,"CEDAR,SPRUCE,SPRUCE,CEDAR,CEDAR,SNAG,SNAG,BIRCH,SPRUCE,CEDAR,CEDAR",11,11,11,2 
"NEWS04-0602",2004,1,"Spruce",17,".75-2","L","15-30",11,7.9090909091,"Spruce","Alder/Birch",7,2,"SPRUCE,SPRUCE,SPRUCE,SNAG,BIRCH,SPRUCE,SPRUCE,BIRCH,SPRUCE,SNAG,SPRUCE",11,11,10,0 
