"SITE_ID","YEAR","VISIT_NO","FLOWTYPE","DATE_COL","TEAM_ID","EPIF_SUB","POOL_SUB","POOL_VAR","SEDI_DEP","CHAN_FLS","CHAN_ALT","CHAN_SIN","BANK_STL","BANK_STR","VEG_PROL","VEG_PROR","RIPA_VL","RIPA_VR","EMBEDDED","VELOCITY","FRQ_RIFF","FORMTYPE","SAMPTYPE","TRANSECT","RH_SUM","RH_XHAB" 
"VAEQ99-0441",2004,1,"R/R",08/30/2004,"2",17, , ,12,18,20, ,10,9,10,9,10,9,17,16,19,"R"," "," ",176,13.538461538 
"VAEQ99-0442",2004,1,"G/P",10/04/2004,"2",16,18, ,12,14,15,9,5,5,7,7,7,7,14,10,16," ","?"," ",162,10.8 
"VAEQ99-0442",2004,1,"R/R",10/04/2004,"2",16, , ,12,14,15, ,5,6,7,7,7,7,14,10,16,"R"," "," ",136,10.461538462 
"VAEQ99-0443",2004,1,"R/R",09/21/2004,"1",17, , ,14,18,19, ,9,9,6,6,2,2,12,15,19,"R"," "," ",148,11.384615385 
"VAEQ99-0444",2004,1,"R/R",11/04/2004,"2",17, , ,13,19,15, ,9,8,9,9,10,9,12,19,20,"R"," "," ",169,13 
"VAEQ99-0445",2004,1,"G/P",10/04/2004,"1",15,14,15,12,15,19,12,7,7,9,9,10,10, , , ,"P"," "," ",154,11.846153846 
"VAEQ99-0446",2004,1,"G/P",09/22/2004,"1",12,16,18,9,20,20,10,5,5,8,8,6,6, , , ,"P"," "," ",143,11 
"VAEQ99-0447",2004,1,"G/P",08/19/2004,"2",12,16,10,10,15,18,6,6,6,9,9,9,9,13,10,5,"P"," "," ",163,10.1875 
"VAEQ99-0447",2004,1,"R/R",08/19/2004,"2",9, , ,6,15,18, ,6,6,9,9,9,9,13,10,5,"R"," "," ",124,9.5384615385 
"VAEQ99-0448",2004,1,"G/P",08/12/2004,"1",15,7,8,10,18,20,10,9,9,8,9,10,10, , , ,"P"," "," ",143,11 
"VAEQ99-0449",2004,1,"G/P",09/01/2004,"2",12,17,10,12,18,20,19,5,5,6,8,5,6,13,14,14,"P"," "," ",184,11.5 
"VAEQ99-0449",2004,1,"R/R",09/01/2004,"2",12, , ,12,18,20, ,5,5,6,8,5,6,13,14,14,"R"," "," ",138,10.615384615 
"VAEQ99-0451",2004,1,"G/P",08/10/2004,"2",11,16,16,12,14,20,10,8,7,10,10,9,9,12,16,12,"P"," "," ",192,12 
"VAEQ99-0451",2004,1,"R/R",08/10/2004,"2",9, , ,7,14,20, ,8,7,10,10,9,9,12,16,12,"R"," "," ",143,11 
"VAEQ99-0453",2004,1,"G/P",08/24/2004,"1",15,15,14,13,18,20,14,9,9,10,10,10,10, , , ,"P"," "," ",167,12.846153846 
"VAEQ99-0455",2004,1,"R/R",08/31/2004,"1",16, , ,13,12,20, ,10,10,10,10,10,10,15,14,14,"R"," "," ",164,12.615384615 
"VAEQ99-0456",2004,1,"G/P",08/17/2004,"2",16,10,10,12,15,15,15,7,7,8,8,10,5,13,13,18,"P"," "," ",182,11.375 
"VAEQ99-0456",2004,1,"R/R",08/17/2004,"2",14, , ,8,15,15, ,7,7,8,8,10,5,13,13,18,"R"," "," ",141,10.846153846 
"VAEQ99-0459",2004,1,"R/R",08/11/2004,"1",12, , ,9,17,13, ,9,8,9,9,8,8,14,14,12,"R"," "," ",142,10.923076923 
"VAEQ99-0461",2004,1,"G/P",08/24/2004,"2",10,15,9,8,14,19,17,3,3,6,6,3,6,3,10,17,"P"," "," ",149,9.3125 
"VAEQ99-0461",2004,1,"R/R",08/24/2004,"2",7, , ,4,14,19, ,3,3,6,6,3,6,3,10,17,"R"," "," ",101,7.7692307692 
"VAEQ99-0464",2004,1,"R/R",11/09/2004,"2",13, , ,12,17,20, ,6,6,6,6,9,9,14,17,14,"R"," "," ",149,11.461538462 
"VAEQ99-0467",2004,1,"R/R",10/05/2004,"2",16, , ,10,15,19, ,6,6,3,7,3,7,14,15,12,"R"," "," ",133,10.230769231 
"VAEQ99-0468",2004,1,"R/R",08/25/2004,"1",18, , ,16,17,20, ,10,10,10,10,8,8,17,13,20,"R"," "," ",177,13.615384615 
"VAEQ99-0475",2004,1,"R/R",10/13/2004,"1",16, , ,17,17,19, ,6,7,10,10,10,10,13,16,20,"R"," "," ",171,13.153846154 
"VAEQ99-0476",2004,1,"G/P",09/13/2004,"2",20,7,11,17,16,15,10,8,7,8,7,9,9,20,18,20,"P"," "," ",202,12.625 
"VAEQ99-0476",2004,1,"R/R",09/13/2004,"2",19, , ,15,16,15, ,8,7,8,7,9,9,20,18,20,"R"," "," ",171,13.153846154 
"VAEQ99-0478",2004,1,"R/R",08/25/2004,"2",17, , ,19,9,20, ,8,8,10,10,10,10,14,14,16,"R"," "," ",165,12.692307692 
"VAEQ99-0479",2004,1,"G/P",10/28/2004,"1",18,14,15,10,19,20,8,8,8,9,9,10,10, , , ,"P"," "," ",158,12.153846154 
"VAEQ99-0480",2004,1,"G/P",10/05/2004,"1",12,13,10,13,17,20,15,5,5,8,8,9,10, , , ,"P"," "," ",145,11.153846154 
"VAEQ99-0481",2004,1,"R/R",08/16/2004,"2",13, , ,14,9,20, ,10,10,10,10,10,10,16,8,20,"R"," "," ",160,12.307692308 
"VAEQ99-0482",2004,1,"R/R",10/27/2004,"2",18, , ,15,15,18, ,8,7,7,7,5,5,16,18,16,"R"," "," ",155,11.923076923 
"VAEQ99-0483",2004,1,"R/R",09/16/2004,"2",8, , ,12,20,20, ,6,6,10,10,9,8,12,18,17,"R"," "," ",156,12 
"VAEQ99-0484",2004,1,"R/R",09/14/2004,"1",14, , ,13,19,15, ,10,9,10,10,8,6,12,20,17,"R"," "," ",163,12.538461538 
"VAEQ99-0487",2004,1,"R/R",08/18/2004,"2",19, , ,16,14,19, ,8,6,9,9,9,9,17,10,18,"R"," "," ",163,12.538461538 
"VAEQ99-0489",2004,1,"G/P",09/14/2004,"2",18,9,5,12,20,18,10,9,8,9,9,4,10,13,16,19,"P"," "," ",189,11.8125 
"VAEQ99-0489",2004,1,"R/R",09/14/2004,"2",15, , ,8,20,18, ,9,8,9,9,4,10,13,16,19,"R"," "," ",158,12.153846154 
"VAEQ99-0486",2004,1,"G/P",10/20/2004,"2",20,11,10,19,20,14,10,10,9,9,9,10,1,18,18,20,"P"," "," ",208,13 
"VAEQ99-0486",2004,1,"R/R",10/20/2004,"2",19, , ,13,20,14, ,10,9,9,9,10,1,18,18,20,"R"," "," ",170,13.076923077 
